artist,title,release_format,number_of_tracks,price,rating,votes,have,want,limited_edition,media_condition,sleeve_condition,release_page,genre,year,label_name,label_code
Lō-Key?*,I Got A Thang 4 Ya! / Attention: The Shawanda Story,"12""",4,9.8,4.33,3.0,87,48,0,VG+,,https://discogs.com/release/2905776-L%C5%8D-Key-I-Got-A-Thang-4-Ya-Attention-The-Shawanda-Story?ev=item-vc,hip hop,1992,Perspective Records ‎,31458 7410 1
Various,Breakdance,LP,16,19.0,4.0,15.0,148,27,0,VG+,VG+,https://discogs.com/release/1760562-Various-Breakdance?ev=item-vc,hip hop,1984,CGD ‎,COM 20433
The Masters Of Ceremony*,Sexy,"12""",3,4.9,3.79,14.0,174,53,0,VG+,VG+,https://discogs.com/release/365010-The-Masters-Of-Ceremony-Sexy?ev=item-vc,hip hop,1986,London Records ‎,"LONX 129, London Records ‎– 886 141-1"
Master Freez,Amen / Get Up On Your Feet,"12""",4,4.8,4.0,7.0,92,19,0,VG+,VG,https://discogs.com/release/658883-Master-Freez-Amen-Get-Up-On-Your-Feet?ev=item-vc,hip hop,1992,Onizom Music ‎,"OZO013, Onizom Music ‎– OZ 013"
Four Tet,A Joy,"12""",8,19.9,4.04,28.0,377,105,0,VG+,VG+,https://discogs.com/release/574870-Four-Tet-A-Joy?ev=item-vc,hip hop,2005,Domino ‎,rug213t
Grandmaster Flash,Ba-Dop-Boom-Bang,LP,14,14.9,3.42,24.0,447,72,0,NM ,VG+,https://discogs.com/release/1812794-Grandmaster-Flash-Ba-Dop-Boom-Bang?ev=item-vc,hip hop,1987,Elektra ‎,960 723-1
Richie Rich,Feelit,"12""",6,5.8,3.8,15.0,119,25,0,NM ,VG+,https://discogs.com/release/435939-Richie-Rich-Feelit?ev=item-vc,hip hop,1991,Happy Family Records ‎,HFRR 001
Various,February 88 Previews,LP,16,5.8,4.8,5.0,152,19,0,VG+,VG+,https://discogs.com/release/943325-Various-February-88-Previews?ev=item-vc,hip hop,1988,DMC ‎,DMC 61/3
Lions In Love,Tanto Tanto,"7""",2,3.99,3.67,3.0,28,16,0,VG+,NM ,https://discogs.com/release/4600902-Lions-In-Love-Tanto-Tanto?ev=item-vc,hip hop,1990,Grabaciones Accidentales ‎,"1GA-0399/1, GASA ‎– 1GA-0399/1"
Various,Rebtuz Presents,"7""",2,11.99,4.56,18.0,160,96,1,VG,,https://discogs.com/release/1682210-Various-Rebtuz-Presents?ev=item-vc,hip hop,2006,Rebtuz ‎,REBTUZ002
Machine Drum,Cached,LP,14,9.99,4.15,13.0,122,89,0,NM ,NM ,https://discogs.com/release/803473-Machine-Drum-Cached?ev=item-vc,hip hop,2006,The Inside ‎,IRG-10-002
DJ Mehdi,(The Story Of) Espion,LP,11,94.0,4.29,28.0,188,284,0,NM ,NM ,https://discogs.com/release/506216-DJ-Mehdi-The-Story-Of-Espion?ev=item-vc,hip hop,2002,Delabel ‎,7243 8 10673 1 4
Dabaaz,Tu Veux La Guerre? / Regarde Les,"12""",4,4.0,3.6,5.0,90,5,0,M,M,https://discogs.com/release/2734564-Dabaaz-Tu-Veux-La-Guerre-Regarde-Les?ev=item-vc,hip hop,2007,Disque Primeur ‎,none
Various,Xen Cuts,LP,31,124.0,4.48,208.0,1714,468,0,NM ,NM ,https://discogs.com/release/38945-Various-Xen-Cuts?ev=item-vc,hip hop,2000,Ninja Tune ‎,ZEN 49
DJ Jazzy Jeff & The Fresh Prince,Summertime,"12""",4,24.0,5.0,2.0,2,2,0,NM ,VG+,https://discogs.com/release/26104147-DJ-Jazzy-Jeff-The-Fresh-Prince-Summertime?ev=item-vc,hip hop,1991,Jive ‎,JIVE T 279
Wax Tailor,Fishing For Accidents,LP,12,94.0,4.09,11.0,130,31,1,M,M,https://discogs.com/release/26053153-Wax-Tailor-Fishing-For-Accidents?ev=item-vc,hip hop,2023,Lab'Oratoire ‎,LAB050
Wax Tailor,Fishing For Accidents,LP,12,94.0,4.8,5.0,55,12,0,M,M,https://discogs.com/release/26095963-Wax-Tailor-Fishing-For-Accidents?ev=item-vc,hip hop,2023,Lab'Oratoire ‎,LAB050
Bad Meets Evil Feat.,Scary Movies,"12""",4,7.0,4.75,8.0,139,81,0,M,NM ,https://discogs.com/release/702433-Bad-Meets-Evil-Feat-Eminem-Royce-5-9-Scary-Movies?ev=item-vc,hip hop,2001,Mole Listening Pearls ‎,mole023-6
DJ Cam Quartet,Diggin,LP,9,44.0,4.79,29.0,312,91,1,M,M,https://discogs.com/release/22978937-DJ-Cam-Quartet-Diggin?ev=item-vc,hip hop,2022,Diggers Factory ‎,"0903684, Attytude Records ‎– 0903684"
Theo Parrish,DJ-Kicks Detroit Forward,LP,15,59.0,4.75,52.0,632,175,0,M,M,https://discogs.com/release/25003444-Theo-Parrish-DJ-Kicks-Detroit-Forward?ev=item-vc,hip hop,2022,!K7 Records ‎,K7414LP
Urbs & Cutex,Peace Talks!,LP,13,59.0,4.74,27.0,194,102,0,M,M,https://discogs.com/release/303896-Urbs-Cutex-Peace-Talks?ev=item-vc,hip hop,2003,Hong Kong Recordings ‎,HKR013-1
DJ Cam Quartet,Diggin,LP,9,59.0,4.79,29.0,312,91,1,M,M,https://discogs.com/release/22978937-DJ-Cam-Quartet-Diggin?ev=item-vc,hip hop,2022,Diggers Factory ‎,"0903684, Attytude Records ‎– 0903684"
Boogie-Down-Productions*,Man & His Music,LP,15,34.0,4.44,9.0,80,107,1,NM ,NM ,https://discogs.com/release/4636518-Boogie-Down-Productions-Man-His-Music?ev=item-vc,hip hop,2013,Traffic Entertainment Group ‎,TEG-76547-LP
Grandmaster Flash,The Bridge. Concept Of A Culture,LP,15,29.0,4.0,12.0,99,57,0,NM ,NM ,https://discogs.com/release/6633053-Grandmaster-Flash-The-Bridge-Concept-Of-A-Culture?ev=item-vc,hip hop,2009,Strut ‎,STRUT039LP
Nathaniel Merriweather Presents,Music To Make Love To Your Old Lady By,LP,16,94.0,4.59,210.0,3809,693,0,M,M,https://discogs.com/release/22110781-Nathaniel-Merriweather-Presents-Lovage-Avec-Michael-Patton-Jennifer-Charles-Music-To-Make-Love-To-Yo?ev=item-vc,hip hop,2022,Bulk Recordings ‎,BULK013LP
Automator*,A Much Better Tomorrow,LP,11,74.0,4.33,159.0,1470,559,0,NM ,NM ,https://discogs.com/release/128919-Automator-A-Much-Better-Tomorrow?ev=item-vc,hip hop,2000,75 Ark ‎,75006
Texas /,Hi,"12""",2,39.0,4.33,36.0,694,87,1,M,M,https://discogs.com/release/19115362-Texas-Wu-Tang-Clan-Unkle-Hi?ev=item-vc,hip hop,2021,BMG ‎,538670461
Various,Music From The Motion Picture Any Given Sunday,LP,16,14.0,3.47,17.0,161,63,0,VG+,VG,https://discogs.com/release/2054677-Various-Music-From-The-Motion-Picture-Any-Given-Sunday?ev=item-vc,hip hop,2000,Atlantic ‎,83272-1
DJ Krush,MiLiGHT,LP,14,124.0,4.59,140.0,1153,828,0,NM ,VG+,https://discogs.com/release/96281-DJ-Krush-MiLiGHT?ev=item-vc,hip hop,1997,Mo Wax ‎,MW077LP
Gotan Project,Inspiración - Espiración (A Gotan Project Selection),LP,6,48.0,4.45,40.0,296,157,0,M,NM ,https://discogs.com/release/426343-Gotan-Project-Inspiraci%C3%B3n-Espiraci%C3%B3n-A-Gotan-Project-Selection?ev=item-vc,hip hop,2004,¡Ya Basta! ‎,YAB019LP
Twendy Fo,Jump Like A Pump  Action,"12""",5,12.0,5.0,1.0,17,15,0,NM ,,https://discogs.com/release/2278867-Twendy-Fo-Jump-Like-A-Pump-Action?ev=item-vc,hip hop,1996,Hansa ‎,33551
J.J. Fad.*,Supersonic (Remix),"12""",5,9.0,4.39,31.0,210,146,0,NM ,NM ,https://discogs.com/release/116261-JJ-Fad-Supersonic-Remix?ev=item-vc,hip hop,1988,Streetheat ‎,"STH 535 MIX, Streetheat ‎– STH 535/Mix, Dum Dum Records ‎– DUM DUM 533535"
Various,February 90 - Previews,LP,16,5.0,4.58,12.0,191,23,0,NM ,NM ,https://discogs.com/release/675804-Various-February-90-Previews?ev=item-vc,hip hop,1990,DMC ‎,DMC 85/3
Richie Rich Meets,I'll House You,"12""",4,10.0,4.55,42.0,305,214,0,NM ,NM ,https://discogs.com/release/76935-Richie-Rich-Meets-Jungle-Brothers-Ill-House-You?ev=item-vc,hip hop,1988,ZYX Records ‎,ZYX 6000 R
Various,Music Factory Mastermix - Issue 55,"12""",36,7.0,4.0,5.0,39,26,0,VG+,VG+,https://discogs.com/release/1915019-Various-Music-Factory-Mastermix-Issue-55?ev=item-vc,hip hop,1991,Music Factory ‎,MFMM 55
Mike T,Do It Any Way You Wanna,"12""",2,14.0,4.77,13.0,115,126,0,NM ,NM ,https://discogs.com/release/514233-Mike-T-Do-It-Any-Way-You-Wanna?ev=item-vc,hip hop,1986,Streetheat ‎,STH 508
The Rock Steady Crew,(Hey You) The Rock Steady Crew,"12""",2,8.0,4.11,250.0,2479,220,0,NM ,NM ,https://discogs.com/release/65313-The-Rock-Steady-Crew-Hey-You-The-Rock-Steady-Crew?ev=item-vc,hip hop,1983,Charisma ‎,"601 027, Virgin ‎– 601 027"
Various,The Mixes 137,"12""",62,6.0,4.25,8.0,59,49,0,NM ,NM ,https://discogs.com/release/726171-Various-The-Mixes-137?ev=item-vc,hip hop,1994,DMC ‎,DMC 137/3/4
Hotline (3),Feel So Strong,"12""",2,9.0,3.0,3.0,23,21,0,VG+,NM ,https://discogs.com/release/1421705-Hotline-Feel-So-Strong?ev=item-vc,hip hop,1983,CNR ‎,151.115
Ronnie Jones &,Let's Do It Again / Cosmo Rap,"12""",2,9.0,3.38,13.0,83,45,0,NM ,VG+,https://discogs.com/release/1597747-Ronnie-Jones-Disco-Circus-Lets-Do-It-Again-Cosmo-Rap?ev=item-vc,hip hop,1980,Lollipop Records ‎,"6.20068, Lollipop Records ‎– 6.20068 AE"
Melle Mel &,Message II (Survival),"12""",2,7.0,4.05,38.0,296,46,0,NM ,VG+,https://discogs.com/release/264083-Melle-Mel-Duke-Bootee-Message-II-Survival?ev=item-vc,hip hop,1983,Sugar Hill Records ‎,"6.20187, Sugar Hill Records ‎– 6.20 187, Sugar Hill Records ‎– 6.20187 AE"
Various,Music Factory Mastermix - Issue 59,"12""",41,10.0,4.75,4.0,33,40,0,VG+,NM ,https://discogs.com/release/1272462-Various-Music-Factory-Mastermix-Issue-59?ev=item-vc,hip hop,1991,Music Factory ‎,MFMM59
Various,Music Factory Mastermix - Issue 63,"12""",43,7.0,5.0,4.0,39,26,0,NM ,VG+,https://discogs.com/release/1272501-Various-Music-Factory-Mastermix-Issue-63?ev=item-vc,hip hop,1991,Music Factory ‎,MFMM63
Master Jay &,Ready To Rock,"12""",2,10.0,3.91,11.0,94,52,0,VG+,VG+,https://discogs.com/release/670250-Master-Jay-Michael-Dee-Ready-To-Rock?ev=item-vc,hip hop,1986,Streetheat ‎,STH 514
Various,Music Factory Mastermix - Issue 65,"12""",50,7.0,5.0,1.0,36,22,0,VG+,NM ,https://discogs.com/release/1272545-Various-Music-Factory-Mastermix-Issue-65?ev=item-vc,hip hop,1991,Music Factory ‎,MFMM65
G.L.S.-United,Rapper's Deutsch,"12""",2,20.0,4.35,17.0,146,138,0,NM ,VG+,https://discogs.com/release/1517110-GLS-United-Rappers-Deutsch?ev=item-vc,hip hop,1980,Metronome ‎,0930.005
The Sequence,Funk You Up,"12""",2,12.0,4.11,38.0,249,147,0,NM ,VG+,https://discogs.com/release/1173859-The-Sequence-Funk-You-Up?ev=item-vc,hip hop,1980,Sugar Hill Records ‎,"310824, Vogue ‎– 310824"
Vennie D,55 Dollar Motel,"12""",4,7.0,4.0,1.0,14,9,0,NM ,NM ,https://discogs.com/release/3221617-Vennie-D-55-Dollar-Motel?ev=item-vc,hip hop,1988,ZYX Records ‎,5921
Syndee,"Which Way Is Up (The 12"" Mixes)","12""",4,9.0,3.8,5.0,29,32,0,NM ,NM ,https://discogs.com/release/754903-Syndee-Which-Way-Is-Up-The-12-Mixes?ev=item-vc,hip hop,1989,Public ‎,"PUB 13269-6, Public ‎– 13269_6"
N*E*R*D,Seeing Sounds,LP,15,64.0,4.33,15.0,303,155,0,M,M,https://discogs.com/release/13387235-NERD-Seeing-Sounds?ev=item-vc,hip hop,2019,Interscope Records ‎,"00602567630340, Universal Music Group ‎– 00602567630340"
Kendrick Lamar,Mr. Morale & The Big Steppers,LP,18,64.0,4.54,155.0,3956,831,0,M,M,https://discogs.com/release/24356900-Kendrick-Lamar-Mr-Morale-The-Big-Steppers?ev=item-vc,hip hop,2022,pgLang ‎,"B0035986-01, Top Dawg Entertainment ‎– B0035986-01, Aftermath Entertainment ‎– B0035986-01, Interscope Records ‎– B0035986-01"
Nathaniel Merriweather Presents,Music To Make Love To Your Old Lady By,LP,16,74.0,4.64,50.0,882,198,0,M,M,https://discogs.com/release/23894969-Nathaniel-Merriweather-Presents-Lovage-Avec-Michael-Patton-Jennifer-Charles-Music-To-Make-Love-To-Yo?ev=item-vc,hip hop,2022,Bulk Recordings ‎,BULK020LP
Kendrick Lamar,Mr. Morale & The Big Steppers,LP,18,94.0,4.54,155.0,3956,831,0,M,M,https://discogs.com/release/24356900-Kendrick-Lamar-Mr-Morale-The-Big-Steppers?ev=item-vc,hip hop,2022,pgLang ‎,"B0035986-01, Top Dawg Entertainment ‎– B0035986-01, Aftermath Entertainment ‎– B0035986-01, Interscope Records ‎– B0035986-01"
Dabaaz,Tu Veux La Guerre? / Regarde Les,"12""",4,6.0,3.6,5.0,90,5,0,M,M,https://discogs.com/release/2734564-Dabaaz-Tu-Veux-La-Guerre-Regarde-Les?ev=item-vc,hip hop,2007,Disque Primeur ‎,none
Dabaaz,Tu Veux La Guerre? / Regarde Les,"12""",4,4.0,3.6,5.0,90,5,0,M,M,https://discogs.com/release/2734564-Dabaaz-Tu-Veux-La-Guerre-Regarde-Les?ev=item-vc,hip hop,2007,Disque Primeur ‎,none
Dabaaz,Tu Veux La Guerre? / Regarde Les,"12""",4,5.0,3.6,5.0,90,5,0,M,M,https://discogs.com/release/2734564-Dabaaz-Tu-Veux-La-Guerre-Regarde-Les?ev=item-vc,hip hop,2007,Disque Primeur ‎,none
OutKast,Speakerboxxx / The Love Below,LP,41,94.0,4.45,133.0,1941,1167,0,M,M,https://discogs.com/release/10089154-OutKast-Speakerboxxx-The-Love-Below?ev=item-vc,hip hop,2017,Arista ‎,"88985392121, LaFace Records ‎– 88985392121, Legacy ‎– 88985392121, Sony Music ‎– 88985392121"
Dabaaz,Tu Veux La Guerre? / Regarde Les,"12""",4,4.0,3.6,5.0,90,5,0,M,M,https://discogs.com/release/2734564-Dabaaz-Tu-Veux-La-Guerre-Regarde-Les?ev=item-vc,hip hop,2007,Disque Primeur ‎,none
Nujabes,Metaphorical Music,LP,15,94.0,4.78,589.0,5918,5185,1,M,M,https://discogs.com/release/12639854-Nujabes-Metaphorical-Music?ev=item-vc,hip hop,2018,Hyde Out Productions ‎,HOLP-002
Kognitif,Monometric (2020 Edition),LP,12,84.0,4.67,46.0,370,80,1,M,M,https://discogs.com/release/15146023-Kognitif-Monometric-2020-Edition?ev=item-vc,hip hop,2020,Yes High Tech ‎,Y046VLTD
Nathaniel Merriweather Presents,Music To Make Love To Your Old Lady By,LP,16,119.0,4.59,210.0,3809,693,0,M,M,https://discogs.com/release/22110781-Nathaniel-Merriweather-Presents-Lovage-Avec-Michael-Patton-Jennifer-Charles-Music-To-Make-Love-To-Yo?ev=item-vc,hip hop,2022,Bulk Recordings ‎,BULK013LP
Kognitif,Soul Food,LP,15,94.0,4.45,22.0,255,94,0,M,M,https://discogs.com/release/15106453-Kognitif-Soul-Food?ev=item-vc,hip hop,2020,Casamance Records ‎,YHT20181
Galliano,A Thicker Plot - Remixes 93-94,LP,10,67.0,4.03,37.0,351,116,1,NM ,VG+,https://discogs.com/release/894800-Galliano-A-Thicker-Plot-Remixes-93-94?ev=item-vc,hip hop,1994,Talkin' Loud ‎,526 426-1
Nujabes,Metaphorical Music,LP,15,174.0,4.78,589.0,5918,5185,1,M,M,https://discogs.com/release/12639854-Nujabes-Metaphorical-Music?ev=item-vc,hip hop,2018,Hyde Out Productions ‎,HOLP-002
L'entourLoOp,Chickens In Your Town,LP,13,74.0,4.66,88.0,1026,294,0,M,M,https://discogs.com/release/12424454-LentourLoOp-Chickens-In-Your-Town?ev=item-vc,hip hop,2018,X-Ray Production ‎,XRPVY1802
Q-Tip,The Renaissance,LP,12,194.0,4.42,299.0,3136,1822,0,M,M,https://discogs.com/release/1560130-Q-Tip-The-Renaissance?ev=item-vc,hip hop,2008,Universal Motown ‎,B0012213-01
Nightmares On Wax,DJ-Kicks:,LP,12,39.0,4.24,132.0,1179,509,0,VG+,VG+,https://discogs.com/release/85286-Nightmares-On-Wax-DJ-Kicks?ev=item-vc,hip hop,2000,!K7 Records ‎,!K7093LP
The Avalanches,Since I Left You,LP,33,94.0,4.66,93.0,1336,465,0,M,M,https://discogs.com/release/19064200-The-Avalanches-Since-I-Left-You?ev=item-vc,hip hop,2021,XL Recordings ‎,XL1164LPX
Various,Connected,LP,16,64.0,3.96,24.0,248,87,0,M,M,https://discogs.com/release/146239-Various-Connected?ev=item-vc,hip hop,1998,3-2-1 Records ‎,"T21 LP 1000, 3-2-1 Records ‎– T21-LP-1000"
Various,The Heart On The Right Spot,LP,16,49.0,4.22,27.0,94,77,1,NM ,NM ,https://discogs.com/release/1076515-Various-The-Heart-On-The-Right-Spot?ev=item-vc,hip hop,2007,Project: Mooncircle ‎,PMC014
Peanut Butter Wolf,Chrome Children,LP,19,119.0,4.4,20.0,205,252,0,NM ,NM ,https://discogs.com/release/798021-Peanut-Butter-Wolf-Chrome-Children?ev=item-vc,hip hop,2006,Play It Again Sam [PIAS] ‎,499.2150.012
Danny Krivit /,Hip Hop Essentials,"12""",5,13.0,4.5,6.0,54,68,0,NM ,VG+,https://discogs.com/release/1310576-Danny-Krivit-David-Raimer-Hip-Hop-Essentials?ev=item-vc,hip hop,1995,Max'n ‎,MXN 3008
Rap IV Rap,Keep On Movin' (The Rap Version),"12""",4,9.0,4.17,12.0,65,33,0,NM ,VG+,https://discogs.com/release/658084-Rap-IV-Rap-Keep-On-Movin-The-Rap-Version?ev=item-vc,hip hop,1989,Jonathan ‎,9084
Cut Chemist,Die Cut,LP,15,74.0,4.48,40.0,406,197,0,M,M,https://discogs.com/release/11711431-Cut-Chemist-Die-Cut?ev=item-vc,hip hop,2018,A Stable Sound ‎,ASS011
Elektro GT +,Ruma,LP,7,27.9,4.0,1.0,28,9,0,M,M,https://discogs.com/release/18930928-Elektro-GT-Paleface-Ruma?ev=item-vc,hip hop,2021,Eclipse Music (3) ‎,ELP-2021134
Ayuune Sule*,We Have One Destiny,LP,11,24.85,4.33,6.0,51,19,0,M,M,https://discogs.com/release/11738184-Ayuune-Sule-We-Have-One-Destiny?ev=item-vc,hip hop,2018,Makkum Records ‎,"MR23, Rebel Up Records ‎– RUP001"
Guts,Pura Vida Club 2 (Exclusive tracks),LP,6,100.0,4.64,25.0,129,281,1,NM ,VG+,https://discogs.com/release/8000581-Guts-Pura-Vida-Club-2-Exclusive-tracks?ev=item-vc,hip hop,2016,Heavenly Sweetness ‎,H*S149VL
Indépendant 91-93-13,Indépendant,LP,8,40.0,4.0,1.0,39,40,0,VG+,VG+,https://discogs.com/release/2811475-Ind%C3%A9pendant-91-93-13-Ind%C3%A9pendant?ev=item-vc,hip hop,1995,91-IND 001 ‎,IND-001
Techno Animal,The Brotherhood Of The Bomb,"12""",8,85.0,4.45,82.0,366,718,0,VG+,VG+,https://discogs.com/release/184735-Techno-Animal-The-Brotherhood-Of-The-Bomb?ev=item-vc,hip hop,2001,Matador ‎,OLE 482-1
Space Lady,Boom Bap Girl / The Gift Pt. II,"12""",2,4.0,3.83,12.0,141,37,0,NM ,VG+,https://discogs.com/release/690340-Space-Lady-Boom-Bap-Girl-The-Gift-Pt-II?ev=item-vc,hip hop,Unknown,G.A.M.M. ‎,GAMM029
The Flim Flam Gang,Vol. 2,"12""",3,9.99,4.17,12.0,191,24,0,M,M,https://discogs.com/release/1058340-The-Flim-Flam-Gang-Vol-2?ev=item-vc,hip hop,1987,Recordia Records ‎,REC 102
Wee Papa Girl Rappers,Soulmate,"12""",3,0.99,4.0,17.0,108,42,0,NM ,NM ,https://discogs.com/release/217018-Wee-Papa-Girl-Rappers-Soulmate?ev=item-vc,hip hop,1988,Jive ‎,"6.70002 AE, Jive ‎– 247 186-0"
Magic Juan,You Don't Gotta Clue,"12""",7,9.99,4.77,13.0,52,101,0,NM ,,https://discogs.com/release/691315-Magic-Juan-You-Dont-Gotta-Clue?ev=item-vc,hip hop,1995,Digital Dungeon Records ‎,"UGBL 63002, Hat Mob Records ‎– UGBL 63002"
Solid Posse,Unity Rap,"12""",3,1.25,4.5,6.0,51,29,0,VG+,VG+,https://discogs.com/release/1080925-Solid-Posse-Unity-Rap?ev=item-vc,hip hop,1990,Sleeping Bag Records ‎,SBUK 22T
JWM And,Night And Day,"12""",4,1.25,4.7,10.0,93,39,0,VG+,VG+,https://discogs.com/release/158865-JWM-And-RankinD-Night-And-Day?ev=item-vc,hip hop,1995,Downbeat Jungle ‎,PRO 6009
After One,Real Sadness II,"12""",2,2.99,3.93,61.0,446,68,0,NM ,NM ,https://discogs.com/release/320203-After-One-Real-Sadness-II?ev=item-vc,hip hop,1990,ZYX Records ‎,ZYX 6437-12
J.J. Fad,Supersonic (Hip House Remix),"12""",3,9.99,4.13,8.0,50,151,0,VG+,VG+,https://discogs.com/release/1553716-JJ-Fad-Supersonic-Hip-House-Remix?ev=item-vc,hip hop,1988,Ruthless Records ‎,796 563-0
Various,October 90 - Previews,LP,15,4.99,4.43,14.0,142,32,0,M,M,https://discogs.com/release/1042806-Various-October-90-Previews?ev=item-vc,hip hop,1990,DMC ‎,DMC 93/3
Vicious Rumor Club,Whole Lotta Love,"12""",2,4.99,3.0,4.0,31,15,0,M,NM ,https://discogs.com/release/1205570-Vicious-Rumor-Club-Whole-Lotta-Love?ev=item-vc,hip hop,1986,Adventure Dance ‎,AD 127817
Toni Scott*,That's How I'm Living,"12""",4,9.99,4.39,28.0,263,102,0,NM ,NM ,https://discogs.com/release/1576308-Toni-Scott-Thats-How-Im-Living?ev=item-vc,hip hop,1989,Next Plateau Records Inc. ‎,NP50098
Kid Panic And The Adventures Of Dean Dean*,We Can Do This,"12""",4,0.99,3.67,6.0,86,19,0,VG,,https://discogs.com/release/927805-Kid-Panic-And-The-Adventures-Of-Dean-Dean-We-Can-Do-This?ev=item-vc,hip hop,1991,SOUL (7) ‎,MCA 12-54184
G-Spot (5),Bam Bam Ba Ba Bam,"12""",4,0.99,3.67,6.0,60,9,0,VG+,VG+,https://discogs.com/release/1339644-G-Spot-Bam-Bam-Ba-Ba-Bam?ev=item-vc,hip hop,1988,IMP ‎,611 508
The Bovver Boys,Supermix (Part 1),"12""",2,4.99,3.91,11.0,47,15,0,VG+,,https://discogs.com/release/1257583-The-Bovver-Boys-Supermix-Part-1?ev=item-vc,hip hop,1987,Awesome ‎,AW 100
Various,Larry Präsentiert: Dance Now!,LP,24,9.99,4.17,6.0,122,27,0,NM ,VG+,https://discogs.com/release/3824655-Various-Larry-Pr%C3%A4sentiert-Dance-Now?ev=item-vc,hip hop,1991,Columbia ‎,COL 468245 1
Sybil,Crazy 4 U,"12""",6,1.99,3.71,17.0,262,30,0,M,M,https://discogs.com/release/338467-Sybil-Crazy-4-U?ev=item-vc,hip hop,1990,Next Plateau Records Inc. ‎,NP50115
Various,Beat Street (Original Motion Picture Soundtrack) - Volume 1,LP,9,4.99,4.4,25.0,434,91,0,VG,VG,https://discogs.com/release/4174901-Various-Beat-Street-Original-Motion-Picture-Soundtrack-Volume-1?ev=item-vc,hip hop,1984,Atlantic ‎,780 154-1
King Sun -,Hey Love,"12""",3,4.99,3.71,38.0,292,64,0,M,M,https://discogs.com/release/127667-King-Sun-D-Mo%C3%ABt-Hey-Love?ev=item-vc,hip hop,1987,Flame Records ‎,"MELT 5T, Rhythm King ‎– MELT 5T"
Various,Crew Cuts Lesson 2,LP,8,1.99,4.22,27.0,269,37,0,VG+,VG+,https://discogs.com/release/60984-Various-Crew-Cuts-Lesson-2?ev=item-vc,hip hop,1984,Island Records ‎,IMA 14
Vicious Rumor Club,Whole Lotta Love,"12""",2,1.99,3.0,4.0,31,15,0,VG+,VG+,https://discogs.com/release/1205570-Vicious-Rumor-Club-Whole-Lotta-Love?ev=item-vc,hip hop,1986,Adventure Dance ‎,AD 127817
Romeo & Posses,Mustang Rock,"12""",6,0.99,4.33,3.0,29,9,0,VG+,VG+,https://discogs.com/release/2109829-Romeo-Posses-Mustang-Rock?ev=item-vc,hip hop,1989,P1 Records ‎,SPV 50-8438
Various,Summer Dance Festival - The Musical Highlights,LP,24,2.99,4.22,9.0,102,56,0,VG+,VG+,https://discogs.com/release/1498659-Various-Summer-Dance-Festival-The-Musical-Highlights?ev=item-vc,hip hop,1989,BCM Records ‎,35321
M&M Crew Featuring,Electric Live (Remixes),"12""",3,0.99,3.0,1.0,45,9,0,VG+,VG+,https://discogs.com/release/1341082-MM-Crew-Featuring-Jay-Ski-Electric-Live-Remixes?ev=item-vc,hip hop,1990,Hansa ‎,"613 876, Hansa ‎– 613 876-213"
Artists United Against Apartheid,Sun City,"7""",2,1.0,3.31,13.0,400,21,0,VG+,VG,https://discogs.com/release/1025687-Artists-United-Against-Apartheid-Sun-City?ev=item-vc,hip hop,1985,Manhattan Records ‎,"1C 006-20 0927 7, EMI ‎– 1C 006-20 0927 7"
Whodini,Magic's Wand,"7""",2,1.0,4.31,13.0,204,78,0,VG+,VG+,https://discogs.com/release/785955-Whodini-Magics-Wand?ev=item-vc,hip hop,1983,Jive ‎,"6.13 625, Jive ‎– 6.13625 AC"
Van & His Crew,Rumors,"12""",2,0.99,3.82,17.0,180,70,0,VG+,VG,https://discogs.com/release/968187-Van-His-Crew-Rumors?ev=item-vc,hip hop,1986,ZYX Records ‎,"5531, ZYX Records ‎– ZYX 5531"
Double Or Nothin',Invincible,"12""",3,4.99,3.83,6.0,32,17,0,M,M,https://discogs.com/release/1577192-Double-Or-Nothin-Invincible?ev=item-vc,hip hop,Unknown,Cupid Records ‎,CUP-1402
Gypsy Lane,Cold Fire (Scratch Remix),"12""",2,4.99,4.29,7.0,31,27,0,M,NM ,https://discogs.com/release/1699677-Gypsy-Lane-Cold-Fire-Scratch-Remix?ev=item-vc,hip hop,1983,BMC Records ‎,BMC 3501
The Bovver Boys,Supermix (Part 1),"12""",2,9.99,3.91,11.0,47,15,0,NM ,,https://discogs.com/release/1257583-The-Bovver-Boys-Supermix-Part-1?ev=item-vc,hip hop,1987,Awesome ‎,AW 100
